	lncRNA
5078	RP11-438C19.2
5079	RP11-438C19.1
5080	TRIM36-IT1
5081	CTC-428G20.2
5082	CTC-428G20.6
5083	AC010226.4
5084	CTC-505O3.3
5085	CTC-505O3.2
5086	LINCADL
5087	CTD-2287O16.4
5088	CTD-2287O16.5
5089	CTC-339F2.2
5090	SEMA6A-AS1
5091	SEMA6A-AS2
5092	LINC02214
5093	CTC-472C24.1
5094	RP11-492L8.2
5095	RP11-535A15.2
5096	LINC00992
5097	LINC02147
5098	LINC02208
5099	LINC02148
5100	LINC02216
5101	RP11-2N5.4
5102	LINC02215
5103	CTC-448D22.1
5104	CTB-161M19.4
5105	CTC-552D5.1
5106	RP11-574H6.1
5107	CTD-2334D19.1
5108	CTC-546K23.1
5109	CTC-546K23.2
5110	CTC-441N14.2
5111	ZNF474-AS1
5112	CTD-2544H17.2
5113	CTD-2544H17.1
5114	CTD-2280E9.1
5115	MGC32805
5116	LINC02201
5117	CTB-36H16.2
5118	PPIC-AS1
5119	AC106786.1
5120	CTD-2169H9.1
5121	LINC01170
5122	CTC-369A16.2
5123	CTD-2308B18.4
5124	CTD-2308B18.1
5125	CTD-2308B18.2
5126	CTD-2308B18.3
5127	RP11-43D2.2
5128	RP11-436H11.5
5129	LINC02240
5130	RP11-284A20.3
5131	RP11-284A20.2
5132	RP11-257I8.3
5133	RP11-114J13.1
5134	RP11-395P13.4
5135	RP11-756H20.2
5136	LINC02039
5137	RP11-517I3.1
5138	RP11-517I3.2
5139	LMNB1-DT
5140	AC005915.1
5141	CTB-88F18.5
5142	CTB-88F18.6
5143	CTD-2195M15.3
5144	CTD-2195M15.4
5145	CTC-548H10.2
5146	CTC-228N24.2
5147	LINC01184
5148	CTC-573M9.1
5149	CTB-53D8.2
5150	ADAMTS19-AS1
5151	CTC-575N7.1
5152	AC005613.1
5153	RP1-247F3.1
5154	AC005593.2
5155	AC034228.4
5156	ACSL6-AS1
5157	AC034228.2
5158	AC063976.3
5159	P4HA2-AS1
5160	MIR3936HG
5161	IRF1-AS1
5162	LINC02863
5163	TH2LCRR
5164	AC004237.1
5165	AC004775.5
5166	AFF4-DT
5167	RP11-485M7.5
5168	RP11-485M7.4
5169	RP11-485M7.2
5170	RP11-485M7.3
5171	CTB-49A3.2
5172	CTB-49A3.5
5173	CTB-49A3.4
5174	CTB-3M24.3
5175	CTB-3M24.2
5176	CTB-3M24.1
5177	WSPAR
5178	CTB-113I20.2
5179	CTD-2410N18.4
5180	PPP2CA-DT
5181	RP11-215P8.2
5182	RP11-215P8.3
5183	RP11-215P8.4
5184	AC005355.1
5185	LINC01843
5186	AC005355.3
5187	AC006077.3
5188	C5orf66
5189	CTC-276P9.4
5190	C5orf66-AS1
5191	CTC-276P9.2
5192	CTC-276P9.3
5193	C5orf66-AS2
5194	CTC-203F4.2
5195	CTB-138E5.1
5196	CTC-321K16.1
5197	SLC25A48-AS1
5198	RP11-119J18.1
5199	GS1-39E22.2
5200	GS1-39E22.1
5201	SMAD5-AS1
5202	TRPC7-AS1
5203	TRPC7-AS2
5204	AC063980.3
5205	RP11-114H21.2
5206	CTB-1I21.1
5207	RP11-381K20.4
5208	RP11-381K20.2
5209	RP11-325L7.1
5210	RP11-325L7.2
5211	RP11-256P1.1
5212	AC034243.1
5213	CTB-46B19.2
5214	SNHG4
5215	CTB-43P18.1
5216	CTD-2062A1.3
5217	CTD-3224K15.3
5218	CXXC5-AS1
5219	CTB-35F21.1
5220	PSD2-AS1
5221	CTB-35F21.3
5222	CTB-35F21.5
5223	CTB-35F21.4
5224	MALINC1
5225	CTB-131B5.5
5226	CTB-131B5.2
5227	CTC-329D1.3
5228	CTC-329D1.2
5229	AC011380.9
5230	AC005609.16
5231	AC005609.19
5232	AC005609.20
5233	AC005609.18
5234	AC005609.17
5235	CTC-270D5.2
5236	CTC-270D5.1
5237	CH17-140K24.1
5238	AC005754.7
5239	AC005754.8
5240	CH17-140K24.2
5241	CH17-140K24.3
5242	CH17-140K24.4
5243	CH17-140K24.5
5244	CH17-140K24.7
5245	CH17-140K24.6
5246	AC005618.10
5247	AC005618.6
5248	AC005618.8
5249	AC005618.9
5250	CTD-2024I7.18
5251	DIAPH1-AS1
5252	AC008781.7
5253	CTD-2040G12.2
5254	AC005753.3
5255	AC005753.1
5256	AC005740.7
5257	AC005740.6
5258	AC005740.5
5259	CTC-463A16.1
5260	SPRY4-AS1
5261	AC005592.3
5262	LINC01844
5263	AC005592.4
5264	ARHGAP26-AS1
5265	CTC-483L24.2
5266	ARHGAP26-IT1
5267	RP11-278J6.5
5268	RP11-278J6.4
5269	CTD-2050E21.1
5270	CTD-2050E21.2
5271	CTB-57H20.1
5272	CTC-218H9.1
5273	CTC-269P20.2
5274	CTC-367F4.1
5275	CTC-806A22.1
5276	CTB-73N10.1
5277	RP11-118M9.3
5278	CTC-359M8.1
5279	CTC-359M8.3
5280	CTB-1H10.1
5281	CTB-99A3.1
5282	PPP2R2B-IT1
5283	CTC-426D19.1
5284	STK32A-AS1
5285	CTB-108O6.2
5286	JAKMIP2-AS1
5287	CTB-107A22.1
5288	CTC-327F10.5
5289	CTC-327F10.4
5290	RP11-373N22.3
5291	CTD-2283N19.1
5292	CTB-160O22.1
5293	RP11-44B19.1
5294	SH3TC2-DT
5295	RP11-331K21.1
5296	AC012613.2
5297	RP11-394O4.7
5298	GRPEL2-AS1
5299	RP11-394O4.3
5300	CARMN
5301	RP11-394O4.6
5302	CTB-89H12.4
5303	CTB-66A9.1
5304	CTB-171P15.2
5305	NDST1-AS1
5306	CTB-140J7.2
5307	CTB-140J7.3
5308	CTC-345K18.2
5309	CTB-17P3.4
5310	CTC-251D13.1
5311	CTB-113P19.6
5312	CTB-113P19.4
5313	CLMAT3
5314	CTB-113P19.5
5315	CTB-113P19.3
5316	RP11-54C4.3
5317	LINC01933
5318	RP11-141F7.1
5319	LINC01470
5320	LINC01861
5321	RP11-461L18.1
5322	SAP30L-AS1
5323	CTB-157D17.2
5324	CTB-158E9.1
5325	RP11-265I24.1
5326	CTC-325N22.1
5327	CTC-340I23.2
5328	CTB-120L21.1
5329	CTB-4E7.1
5330	CTC-248O19.1
5331	CTB-109A12.1
5332	CTB-47B11.3
5333	AC106801.1
5334	CTC-436K13.5
5335	CTC-436K13.1
5336	CTC-436K13.6
5337	CTC-436K13.3
5338	CTC-436K13.2
5339	LINC02227
5340	RP11-542A14.1
5341	RP11-542A14.2
5342	RP11-32D16.1
5343	CTD-2363C16.1
5344	CTD-2363C16.2
5345	LINC02202
5346	RP11-175K6.2
5347	CTB-11I22.1
5348	LINC01932
5349	AC008697.1
5350	LINC01845
5351	CTB-76P12.1
5352	LINC01847
5353	FABP6-AS1
5354	MIR3142HG
5355	CTC-348L5.1
5356	CTC-529G1.1
5357	LINC02159
5358	RP11-348M17.2
5359	LINC01202
5360	RP11-541P9.3
5361	HMMR-AS1
5362	CTB-130E24.1
5363	CTC-207P7.1
5364	CTB-32P11.1
5365	CTC-340A15.2
5366	LINC02143
5367	RP11-51B6.1
5368	LINC01938
5369	CTC-535M15.2
5370	RP11-67M9.1
5371	LINC01947
5372	CTC-264O10.2
5373	CTC-264O10.1
5374	CTB-180C19.1
5375	CTC-286N12.1
5376	CTB-105L4.2
5377	CTB-78F1.1
5378	CTB-78F1.2
5379	CTC-353G13.1
5380	CTB-77H17.1
5381	CTB-178M22.1
5382	CTB-105N12.2
5383	CTB-178M22.2
5384	CTC-558O2.2
5385	SLIT3-AS2
5386	CTB-174D11.2
5387	CTB-174D11.3
5388	SLIT3-AS1
5389	CTB-37A13.1
5390	LINC01187
5391	CTB-114C7.5
5392	LINC01366
5393	CTB-114C7.4
5394	KCNIP1-OT1
5395	CTB-147C13.1
5396	KCNIP1-AS1
5397	CTC-455F18.1
5398	RP11-546B8.6
5399	RP11-20O22.1
5400	CTB-78H18.1
5401	CTB-54I1.2
5402	LINC01944
5403	CTB-79E8.4
5404	CTB-79E8.2
5405	RP11-779O18.1
5406	RP11-779O18.3
5407	RP11-536N17.1
5408	CTC-308K20.1
5409	CTC-308K20.2
5410	CTC-209H22.3
5411	CTB-32H22.1
5412	CTB-164N12.1
5413	CTB-33O18.1
5414	CTB-33O18.2
5415	CTB-33O18.3
5416	LINC01863
5417	LINC01942
5418	LINC01484
5419	CTB-43E15.5
5420	LINC01485
5421	RP11-619L12.3
5422	RP11-619L12.4
5423	CTC-229L21.1
5424	CTC-430J12.2
5425	LINC01411
5426	RP11-267A15.3
5427	CTD-2532K18.1
5428	CTD-2532K18.2
5429	LINC01951
5430	CTC-281M20.4
5431	CTC-571O20.3
5432	RP11-91H12.1
5433	RP11-91H12.4
5434	THOC3-AS1
5435	RP11-826N14.1
5436	RP11-826N14.2
5437	RP11-844P9.1
5438	RP11-826N14.8
5439	RP11-844P9.5
5440	RP11-844P9.6
5441	RP11-843P14.2
5442	RP11-843P14.1
5443	CTB-162J7.1
5444	RP11-375B1.1
5445	RP11-375B1.2
5446	LINC01574
5447	ZNF346-IT1
5448	CTD-2301A4.6
5449	PRR7-AS1
5450	RP11-1334A24.5
5451	RP11-1334A24.6
5452	FAM193B-DT
5453	RP11-1277A3.1
5454	RP11-1101H11.1
5455	RP11-1026M7.2
5456	RP11-1026M7.3
5457	RP11-423H2.5
5458	RP11-1252I4.2
5459	RP11-423H2.3
5460	RP11-423H2.4
5461	FAM153CP
5462	RP11-1259L22.1
5463	CTB-26E19.1
5464	CTD-2537M22.3
5465	ZNF454-DT
5466	RP11-281O15.4
5467	RP11-443C10.2
5468	RP11-443C10.1
5469	RP11-798K23.1
5470	RP11-798K23.4
5471	RUFY1-AS1
5472	C5orf60
5473	RP11-1379J22.5
5474	CTC-241N9.1
5475	CTC-563A5.2
5476	CTC-563A5.5
5477	RP11-39H3.2
5478	CTB-129O4.1
5479	CTC-573N18.1
5480	LINC02222
5481	CTC-205M6.1
5482	HEIH
5483	LINC00847
5484	CTC-205M6.5
5485	LINC01962
5486	CTC-338M12.5
5487	TRIM7-AS1
5488	CTC-338M12.1
5489	CTC-338M12.15
5490	CTC-338M12.7
5491	CTC-338M12.4
5492	TRIM52-AS1
5493	CTC-338M12.14
5494	CTC-338M12.9
5495	AC138035.2
5496	SEPTIN14P5
5497	RP3-416J7.4
5498	RP3-416J7.6
5499	RP3-416J7.5
5500	RP11-328C17.2
5501	RP11-164H16.3
5502	RP1-20B11.2
5503	RP11-532F6.4
5504	RP11-532F6.3
5505	RP11-532F6.6
5506	RP11-532F6.5
5507	RP11-284J1.1
5508	RP5-1077H22.2
5509	LINC01622
5510	RP5-856G1.1
5511	RP5-856G1.2
5512	RP5-856G1.3
5513	LINC01394
5514	FOXF2-DT
5515	RP11-157J24.2
5516	FOXCUT
5517	RP1-33B19.1
5518	GMDS-DT
5519	RP1-80B9.4
5520	RP1-136B1.1
5521	RP11-299J5.2
5522	RP11-299J5.1
5523	LINC02521
5524	LINC01600
5525	SERPINB9P1
5526	RP1-90J20.2
5527	LINC01011
5528	NQO2-AS1
5529	RP1-90J20.15
5530	RP1-40E16.2
5531	RP1-40E16.12
5532	RP1-40E16.11
5533	LINC02525
5534	RP11-506K6.4
5535	RP1-223B1.1
5536	RP11-420L9.5
5537	RP11-420L9.4
5538	RP1-140K8.1
5539	RP1-140K8.5
5540	RP3-406P24.5
5541	RP3-406P24.4
5542	RP3-406P24.3
5543	RP3-400B16.4
5544	ECI2-DT
5545	RP3-400B16.3
5546	RP11-274H24.2
5547	RP3-527G5.1
5548	RP11-274H24.4
5549	RP11-274H24.3
5550	LINC02533
5551	RP4-529N6.2
5552	KU-MEL-3
5553	RP11-620A17.2
5554	CDYL-AS1
5555	LYRM4-AS1
5556	RP11-428J1.4
5557	RP11-428J1.6
5558	RP1-232P20.1
5559	RP1-256G22.2
5560	RP3-380B8.4
5561	LY86-AS1
5562	RP1-23O21.2
5563	RP1-80N2.3
5564	RP1-80N2.4
5565	RP1-80N2.2
5566	RP1-80N2.5
5567	RP3-470L22.2
5568	RP3-470L22.1
5569	RP3-429O6.1
5570	RP11-556O15.1
5571	RP11-405O10.2
5572	RP11-69L16.8
5573	RP11-69L16.4
5574	RP3-512B11.3
5575	RP11-203H2.1
5576	RP11-314C16.1
5577	RP11-203H2.2
5578	HULC
5579	RP11-354I10.1
5580	TFAP2A-AS2
5581	TFAP2A-AS1
5582	RP1-290I10.3
5583	RP1-290I10.10
5584	LINC00518
5585	MIR5689HG
5586	LINC02522
5587	RP11-360O19.4
5588	RP11-421M1.9
5589	TMEM14B-DT
5590	RP11-637O19.2
5591	ELOVL2-AS1
5592	RP3-510L9.1
5593	RP3-510L9.2
5594	RP11-716O23.2
5595	RP11-716O23.1
5596	RP11-679B17.2
5597	RP3-413H6.3
5598	RP3-413H6.2
5599	RP11-456H18.1
5600	RP11-456H18.2
5601	LINC02530
5602	RP1-257A7.4
5603	RP1-257A7.5
5604	GFOD1-AS1
5605	RP1-223E5.4
5606	RP3-503G16.1
5607	RP3-500L14.2
5608	RP3-380E11.2
5609	RP1-258E1.2
5610	RP11-359N11.3
5611	RP11-359N11.1
5612	LINC01108
5613	RP3-448I9.2
5614	RP3-448I9.1
5615	RP3-365E2.1
5616	RP11-330A16.1
5617	RP11-146I2.1
5618	JARID2-DT
5619	JARID2-AS1
5620	RP1-147M19.2
5621	LINC02543
5622	RP3-467D16.3
5623	ATXN1-AS1
5624	RP1-151F17.2
5625	RP1-133I17.1
5626	RP1-294H2.1
5627	RP3-486B10.3
5628	RP1-259A10.2
5629	RP11-14H3.7
5630	NUP153-AS1
5631	MIR548A1HG
5632	RP11-686D16.1
5633	LNC-LBCS
5634	RP4-625H18.4
5635	RP11-239H6.2
5636	RP1-46C2.3
5637	RP1-46C2.1
5638	RP1-46C2.2
5639	E2F3-IT1
5640	RP3-348I23.2
5641	RP11-323B13.2
5642	RP1-135L22.1
5643	RP1-135L22.2
5644	LINC00581
5645	AL512380.1
5646	RP11-204E9.3
5647	CASC15
5648	RP4-551N11.1
5649	NBAT1
5650	RP1-309H15.2
5651	RP1-309H15.3
5652	RP1-209A6.1
5653	RP11-439H9.1
5654	RP1-30M3.5
5655	RP1-30M3.6
5656	LINC02828
5657	RP11-367G6.4
5658	RP3-425P12.5
5659	RP3-425P12.1
5660	RP3-425P12.6
5661	RP3-501N12.2
5662	U91328.21
5663	U91328.19
5664	U91328.22
5665	RP1-221C16.8
5666	RP1-45P21.8
5667	HCG11
5668	CTA-14H9.7
5669	RP11-457M11.7
5670	RP11-457M11.8
5671	RP11-457M11.5
5672	LINC00240
5673	RP11-239L20.6
5674	RP11-373D17.4
5675	RP1-86C11.7
5676	RP1-153G14.4
5677	XXbac-BPGBPG34I8.4
5678	XXbac-BPGBPG34I8.5
5679	XXbac-BPGBPG34I8.3
5680	RP1-97D16.8
5681	LINC01012
5682	RP1-97D16.9
5683	ZSCAN16-AS1
5684	RP1-313I6.12
5685	RP1-265C24.8
5686	AL022393.9
5687	RP1-29K1.6
5688	RP1-29K1.7
5689	RP5-1186N24.3
5690	RP11-373N24.3
5691	LINC00533
5692	XXbac-BPG308K3.5
5693	LINC01623
5694	HCG14
5695	LINC01556
5696	HCG15
5697	HCG16
5698	XXbac-BPG258E24.10
5699	XXbac-BCX196D17.5
5700	XXbac-BPG171B11.8
5701	LINC02829
5702	LINC01015
5703	HLA-F-AS1
5704	XXbac-BPG170G13.32
5705	XXbac-BPG170G13.34
5706	HCP5B
5707	HCG9
5708	TRIM31-AS1
5709	HCG17
5710	XXbac-BPG283O16.9
5711	HCG18
5712	XXbac-BPG34K20.6
5713	LINC02569
5714	MDC1-AS1
5715	XXbac-BPG252P9.9
5716	IER3-AS1
5717	HCG20
5718	LINC00243
5719	LINC02570
5720	DDR1-DT
5721	XXbac-BPG118E17.11
5722	HCG21
5723	PSORS1C3
5724	XXbac-BPG299F13.17
5725	HCG27
5726	XXbac-BPG299F13.14
5727	LINC02571
5728	XXbac-BPG248L24.14
5729	XXbac-BPG181B23.7
5730	XXbac-BPG181B23.9
5731	LINC01149
5732	HCP5
5733	MICB-DT
5734	DDX39B-AS1
5735	C6orf47-AS1
5736	SAPCD1-AS1
5737	XXbac-BPG254B15.11
5738	SNHG32
5739	EHMT2-AS1
5740	C2-AS1
5741	C4A-AS1
5742	C4B-AS1
5743	XXbac-BPG300A18.16
5744	XXbac-BPG300A18.17
5745	XXbac-BPG300A18.15
5746	XXbac-BPG300A18.13
5747	TSBP1-AS1
5748	HLA-DQB1-AS1
5749	XXbac-BPG254F23.7
5750	PSMB8-AS1
5751	XXbac-BPG181M17.4
5752	XXbac-BPG181M17.6
5753	HCG24
5754	XXbac-BPG157A10.21
5755	HCG25
5756	SYNGAP1-AS1
5757	LINC00336
5758	RP3-468B3.6
5759	LINC01016
5760	RP3-468B3.2
5761	RP11-513I15.6
5762	ILRUN-AS1
5763	RP11-527B17.3
5764	RP3-329A5.8
5765	RP3-340B19.3
5766	RP3-340B19.7
5767	RP3-510O8.4
5768	RP1-179N16.6
5769	ETV7-AS1
5770	PANDAR
5771	DINOL
5772	RP3-431A14.7
5773	RP3-431A14.8
5774	RP1-90K10.4
5775	RP4-744I24.5
5776	LINC02520
5777	RP1-153P14.5
5778	RP1-153P14.7
5779	RP3-441A12.1
5780	BTBD9-AS1
5781	RP3-503A6.2
5782	DNAH8-AS1
5783	XXyac-YR38GF2.1
5784	DAAM2-AS1
5785	RP11-552E20.1
5786	TDRG1
5787	LINC00951
5788	RP11-552E20.4
5789	RP11-121P10.1
5790	RP3-462C17.1
5791	RP11-570K4.1
5792	RP1-34B21.7
5793	RP1-149M18.3
5794	RP1-149M18.4
5795	FOXP4-AS1
5796	LINC01276
5797	RP11-298J23.5
5798	RP11-298J23.8
5799	RP11-298J23.9
5800	RP5-973N23.4
5801	RP11-533O20.2
5802	RP11-7K24.3
5803	RP3-475N16.8
5804	RP3-475N16.9
5805	RP3-475N16.1
5806	RP1-20C7.6
5807	KLC4-AS1
5808	RP3-330M21.5
5809	RP5-895C5.4
5810	RP5-895C5.3
5811	RP3-337H4.9
5812	POLH-AS1
5813	RP1-261G23.5
5814	RP1-261G23.7
5815	RP11-344J7.3
5816	LINC02537
5817	RP11-344J7.2
5818	SCIRT
5819	C6orf223
5820	RP5-1120P11.3
5821	RP5-1120P11.6
5822	RP3-449H6.1
5823	RP3-449H6.2
5824	RP11-169I2.3
5825	RP1-244F24.1
5826	RUNX2-AS1
5827	RP1-8B1.4
5828	RP11-795J1.1
5829	RP11-446F17.3
5830	RP11-268F1.3
5831	ADGRF5-AS1
5832	RP11-157D6.2
5833	CD2AP-DT
5834	RP11-550C4.6
5835	RP11-168F24.3
5836	RP11-334H12.1
5837	RP3-417L20.4
5838	RP3-442L6.4
5839	RP11-719J20.1
5840	RP11-397G17.1
5841	RP1-300H18.1
5842	RP11-524K22.1
5843	RP1-28O17.1
5844	RP3-335N17.2
5845	LINCMD1
5846	TRAM2-AS1
5847	RP11-506E9.3
5848	RP3-483K16.4
5849	RP1-27K12.4
5850	RP1-27K12.2
5851	LINC01564
5852	RP11-79N23.1
5853	RP3-523E19.2
5854	RP11-411K7.1
5855	MLIP-AS1
5856	MLIP-IT1
5857	RP11-642N5.2
5858	TINAG-AS1
5859	RP11-524H19.2
5860	RP3-523K23.2
5861	RP3-445N2.1
5862	DST-AS1
5863	ZNF451-AS1
5864	RP1-71H19.2
5865	XXbac-BPGBPG55C20.1
5866	XXbac-BPGBPG55C20.6
5867	XXbac-BPGBPG55C20.3
5868	XXbac-BPGBPG55C20.2
5869	XXbac-BPGBPG55C20.4
5870	XXbac-BPG55C20.7
5871	RP11-343D24.2
5872	RP11-110C8.1
5873	KHDRBS2-OT1
5874	RP11-506N21.1
5875	RP5-1148A21.3
5876	SCAT8
5877	RP11-349P19.1
5878	RP11-301G19.1
5879	RP11-301G19.3
5880	XX-BC460O1.1
5881	RP11-542F9.2
5882	RP11-542F9.1
5883	RP11-406O16.2
5884	LINC02549
5885	RP11-423B13.1
5886	RP3-525N10.2
5887	RP1-149L1.1
5888	RP1-149L1.2
5889	RP11-462G2.1
5890	FAM135A-AS1
5891	RP11-134K13.4
5892	RP1-20N4.2
5893	RP11-154D6.1
5894	RP11-154D6.3
5895	RP3-331H24.5
5896	RP3-331H24.4
5897	LINC00472
5898	RP3-331H24.6
5899	LINC01626
5900	RP1-288M22.3
5901	RP11-135M8.1
5902	KCNQ5-AS1
5903	RP11-398K22.12
5904	OOEP-AS1
5905	RP11-505P4.7
5906	RP11-553A21.3
5907	RP11-374N7.2
5908	RP11-554D15.1
5909	RP11-554D15.3
5910	RP11-554D15.4
5911	TMEM30A-DT
5912	RP11-415D17.3
5913	RP11-415D17.4
5914	LINC02540
5915	RP11-35J1.2
5916	RP11-354K4.2
5917	RP3-390M24.1
5918	RP11-173D14.3
5919	RP11-477E3.3
5920	HMGN3-AS1
5921	LCAL1
5922	RP1-232L24.3
5923	RP11-342L8.3
5924	RP11-177G23.2
5925	RP11-177G23.1
5926	LINC01621
5927	RP1-92C4.4
5928	RP1-92C4.2
5929	RP3-357D13.5
5930	RP11-296E7.3
5931	RP11-250B2.6
5932	RP11-250B2.4
5933	RP11-250B2.3
5934	RP11-250B2.5
5935	RP1-300G12.2
5936	RP11-244G12.1
5937	RP5-991C6.4
5938	LINC01526
5939	LINC02542
5940	RP11-801I18.1
5941	RP3-492P14.3
5942	RP11-445L13__B.3
5943	RP3-393K13.1
5944	RP1-237I15.2
5945	RP4-676J13.2
5946	LINC02857
5947	LINC01611
5948	TBX18-AS1
5949	RP1-33L1.2
5950	LINC02535
5951	RP11-321N4.4
5952	SNHG5
5953	RP11-486D20.1
5954	RP11-393I2.4
5955	RP1-102H19.7
5956	RP1-23D17.3
5957	RP4-570O12.3
5958	RP11-459O1.2
5959	RP11-12B13.1
5960	RP1-72A23.4
5961	PNRC1-DT
5962	RP11-63L7.6
5963	RP11-16C18.3
5964	RP1-122O8.7
5965	RP3-512E2.2
5966	RP3-453I5.3
5967	RP1-45N11.1
5968	RP1-177I10.1
5969	CASC6
5970	RP11-173O8.2
5971	RP1-149C7.1
5972	RP11-596A13.1
5973	LINC02531
5974	RP1-23E21.2
5975	RP11-64I5.2
5976	RP11-64I5.3
5977	RP11-64I5.1
5978	RP11-524K14.1
5979	RP3-463P15.1
5980	RP3-399J4.3
5981	MANEA-DT
5982	RP1-84D21.2
5983	UFL1-AS1
5984	RP3-417O22.3
5985	RP11-436D23.1
5986	RP1-104O17.3
5987	RP11-111D3.2
5988	RP1-273N12.4
5989	RP11-98I9.4
5990	MCHR2-AS1
5991	SIM1-AS1
5992	RP3-467N11.1
5993	AP002528.1
5994	RP11-793L10.2
5995	RP11-363F12.1
5996	RP11-685G11.1
5997	RP11-809N15.2
5998	LIN28B-AS1
5999	BVES-AS1
6000	RP3-355L5.4
6001	RP3-359N14.3
6002	LINC02836
6003	RP11-114N1.1
6004	RP1-134E15.3
6005	RP11-404H14.1
6006	RP3-335E1.1
6007	LINC02526
6008	LINC02532
6009	RP1-67A8.3
6010	RP1-47M23.3
6011	RP1-191J18.66
6012	RP1-111B22.3
6013	OSTM1-AS1
6014	RP3-429G5.5
6015	RP1-128O3.7
6016	RP1-128O3.4
6017	RP11-72I2.2
6018	RP3-466I7.2
6019	LINC00222
6020	RP11-249L21.6
6021	ARMC2-AS1
6022	RP11-787I22.3
6023	RP11-425D10.10
6024	RP5-919F19.5
6025	RP11-181P4.2
6026	RP1-261K5.3
6027	CTA-331P3.1
6028	RP11-428F8.2
6029	RP5-1112D6.7
6030	RP5-1112D6.8
6031	REV3L-IT1
6032	TRAF3IP2-AS1
6033	RP3-487J7.4
6034	C6orf3
6035	LINC02527
6036	RP1-142L7.5
6037	RP1-142L7.9
6038	RP1-142L7.8
6039	LAMA4-AS1
6040	RP11-506B6.8
6041	RP1-105O18.1
6042	RP1-236J16.2
6043	RP1-236J16.3
6044	RP11-437J19.1
6045	LINC02518
6046	RP11-346D19.1
6047	LINC02541
6048	RP1-249H1.2
6049	MROCKI
6050	LINC02880
6051	HDAC2-AS2
6052	RP3-399L15.1
6053	RP3-399L15.2
6054	RP3-383B8.1
6055	LINC02534
6056	RP11-702N8.3
6057	RP3-486I3.5
6058	CALHM6-AS1
6059	RP11-259P20.1
6060	RP1-179P9.4
6061	RP1-92C8.3
6062	RP3-509L4.5
6063	RP11-351A11.1
6064	RP1-193N13.1
6065	RP11-96C13.1
6066	RP11-100A16.2
6067	RP3-425C14.4
6068	RP3-425C14.5
6069	RP3-425C14.8
6070	RP11-95G17.2
6071	RP11-95G17.4
6072	RP11-537D2.1
6073	TRDN-AS1
6074	RP1-166D18.1
6075	RP11-165C17.1
6076	RP11-374A22.1
6077	RNF217-AS1
6078	RP1-167O5.3
6079	RP11-735G4.1
6080	RP11-624M8.1
6081	LINC02523
6082	NCOA7-AS1
6083	RP1-179E13.2
6084	LINC02536
6085	PTPRK-AS1
6086	RP1-86D1.5
6087	RP1-69D17.4
6088	RP1-69D17.3
6089	RP11-73O6.3
6090	RP11-102N11.1
6091	RP11-69I8.2
6092	RP1-131F15.3
6093	RP11-69I8.3
6094	RP3-523C21.2
6095	RP3-523C21.3
6096	LINC01013
6097	RP11-295F4.7
6098	RP1-55C23.7
6099	RP5-1181K21.4
6100	LINC00326
6101	RP11-314E23.2
6102	RP1-283K11.3
6103	RP1-283K11.2
6104	TARID
6105	RP11-704J17.5
6106	LINC01312
6107	CTA-444M12.4
6108	RP3-528L19.1
6109	LINC01010
6110	RP3-528L19.2
6111	CT69
6112	RP11-557H15.4
6113	RP11-557H15.5
6114	CTA-31J9.2
6115	RP1-287H17.1
6116	RP11-349J5.2
6117	CTA-212D2.2
6118	MYB-AS1
6119	RP1-32B1.4
6120	RP3-388E23.2
6121	RP3-388E23.3
6122	LINC00271
6123	RP1-38C16.2
6124	RP11-394G3.2
6125	RP11-394G3.3
6126	RP11-371H1.1
6127	RP13-143G15.4
6128	RP3-406A7.7
6129	RP3-325F22.5
6130	MAP3K5-AS1
6131	RP11-549D23.1
6132	NHEG1
6133	RP11-204P2.3
6134	RP11-95M15.1
6135	RP11-95M15.3
6136	LINC02539
6137	WAKMAR2
6138	RP11-10J5.2
6139	LINC02528
6140	LINC02865
6141	RP11-390P2.4
6142	CCDC28A-AS1
6143	RP1-225E12.2
6144	RP1-225E12.3
6145	RP11-445F6.2
6146	LINC01625
6147	FILNC1
6148	RP5-899B16.2
6149	RP5-899B16.3
6150	RP3-332B22.1
6151	RP3-460G2.1
6152	RP11-515I12.1
6153	RP11-63E9.2
6154	RP11-63E9.1
6155	NMBR-AS1
6156	RP11-753B14.1
6157	RP11-440G9.1
6158	RP11-452E5.1
6159	RP1-67K17.3
6160	RP1-67K17.4
6161	RP11-439L18.1
6162	LINC01277
6163	RP1-45I4.3
6164	RP1-45I4.2
6165	RP1-20N2.8
6166	PHACTR2-AS1
6167	HYMAI
6168	RP1-91J24.3
6169	RP11-324P13.1
6170	RP3-466P17.1
6171	RP3-466P17.2
6172	RP11-545I5.5
6173	RP3-466P17.4
6174	RP3-466P17.3
6175	FBXO30-DT
6176	RP11-715G15.1
6177	STXBP5-AS1
6178	RP11-497D6.3
6179	RP11-497D6.5
6180	LUADT1
6181	RP11-307P5.1
6182	RP11-307P5.2
6183	RP11-242F11.3
6184	RP11-242F11.2
6185	RP11-631F7.2
6186	RP11-631F7.3
6187	RP11-631F7.1
6188	UST-AS1
6189	UST-AS2
6190	RP1-111D6.3
6191	TAB2-AS1
6192	RP1-111D6.5
6193	RP1-12G14.5
6194	RP1-12G14.9
6195	RP1-12G14.7
6196	RP11-350J20.13
6197	RP11-350J20.5
6198	RP11-350J20.17
6199	RP11-350J20.12
6200	RAET1E-AS1
6201	RP11-472G23.10
